Metabolite,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3
640,569.61194,1678.9543,2865.5925,4067.1506,12343.964,2723.3464,18696.875,1187.9193,7380.4053,10743.104,0,680.2324,802.5268,0,736.6006,4283.14,0,1488.233,611.50867,38280.15,626.4487,823.0111,1080.179,25505.428,17721.996,801.10004,1565.9122
171,257468.28,1662720.2,1612088.9,1911527.5,13133951,5969264.5,10657294,1231436.2,1554520.8,1186287.2,185559.36,120793.41,354405.28,2745006.5,3942234.2,3449234,56765.438,244716.36,223217.94,7052195,51589.33,361430.34,42176.18,14615976,12225394,293586.72,67797.734
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23427.297,0,0,0,27823.746,37709.504,0,0
819,0,9631.862,12245.496,9615.515,80963.86,46952.77,74021.84,8679.511,10126.293,4683.1025,0,0,1516.8535,994.73584,0,1978.3152,0,673.19556,19403.365,94356.04,55561.805,31697.33,26665.55,103446.63,107771.43,38653.098,52121.51
598,1079.6265,84299.72,51357.18,77662.01,264582.97,96723.63,238668.33,80662.28,56456.55,77141.59,0,0,9882.487,72609.74,41361.484,31347.809,0,0,1154.9413,157753.62,490.6802,0,546.3342,121315.555,116568.57,1047.3181,911.09845
585,1079.6265,90822.234,51357.18,79576.164,229249.08,82975.91,161790.69,85626.1,56456.55,47927.254,0,0,9882.487,72920.5,41361.484,31347.809,0,0,1154.9413,82514.4,490.6802,0,546.3342,68811.664,28779.438,1047.3181,911.09845
740,862.46027,3443.3044,9322.3545,4294.6064,24320.064,5377.8916,20657.646,9233.244,10483.573,9046.271,0,0,9007.946,17528.926,15834.287,19207.074,0,1227.0566,4400.451,76639.52,1939.5383,1022.17,969.4313,49001.586,50531,5670.3677,9330.379
387,840947.75,260593.1,318746.53,257531.12,661374.2,440259.03,796966.6,298612.78,285427.22,245755.27,173250.52,171409.83,191135.89,2155188,303348.47,637135.94,835826.3,655445.25,102928.56,228742.64,299936.44,124117.29,131159.77,277504.4,264497.03,264182.88,242698.52
374,0,0,0,0,250009.47,1136.67,0,0,0,940.7125,0,297.26224,0,19559.303,1507761.6,2132.7493,455.23672,526.1382,0,656.0006,256.19995,0,443.58472,491.61005,2051.0225,0,357.0573
575,0,10011.919,3449.9492,4408.377,102152.84,29472.049,84479.54,10302.149,10240.34,2037.1892,0,0,0,3216.153,0,0,0,0,0,20815.658,0,0,0,11977.725,12811.794,0,0
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.439,0,0,0,0,0,0,0
400,104312.414,26567844,32237168,31248538,30529564,22141758,30321534,22695064,17085788,23633618,37976.277,18557.232,20329.516,94116.7,1647627.5,54187,63678.97,82592.016,2485286.2,2567907.5,3170527.8,2456933.5,2830928.5,3531063.5,3360185,3707390.8,2947129.8
355,1190049.1,709.17914,1888.5332,1425.8802,1261.487,692.96674,1109.6731,6864.769,4868.9727,6280.2866,2294239.5,1361675.6,2131951.2,1465.4084,1473.5721,6067.697,1035448.1,793008.2,1053.1907,4546.4995,2011.5632,2023.282,2562.3923,13287.39,11183.26,3494.1309,1875.0106
372,2283460.2,166345.72,226212.77,266945.88,379117.53,212493.97,238583.95,162879.75,160194.55,149587.52,817127.75,445271.94,597930.2,342188.56,428172.5,215850.22,1176846.9,1692900.5,324147.38,201777.98,389347.72,395213.88,396078.34,316616.62,283454.8,308960.7,338887.9
399,404.30127,1234762.4,1493855.2,1450583.9,1406262.5,1010252,1394881.2,1051205.4,786579.8,1077671.9,0,0,0,887.5823,72491.19,0,0,290.59564,107037.32,112713.586,139008.86,108107.05,123856.35,151678.02,146129.31,161296.55,129060.28
404,10852.599,0,0,778.1213,124442.8,54211.773,123820.86,0,613.74396,0,3341.051,1189.6595,4101.484,70592.625,316114.75,76754.625,9780.636,11978.437,6624.132,972023.56,22305.307,2298.5547,1039.1691,1912398.8,1923351.6,21888.197,17688.5
290,43919.715,1469077.4,2243468.8,1948374.8,1181118.6,635497.56,1377568.1,1456617.4,1328203.2,1254064.2,39596.582,33777.863,48928.766,75083.59,197501.16,146995.78,39517.65,26674.871,0,6623.278,0,0,0,11480.11,7667.0244,0,0
645,7623.2607,269773.7,239398.97,220040.6,812701.56,223502.95,794461.56,264587.75,281089.28,244159.89,8824.838,13154.457,4496.238,48028.023,117216.86,121872.88,6113.2593,7912.065,28288.893,1822879.5,9917.115,29135.6,32152.287,1098157.1,685330.7,11282.927,13610.678
641,0,8483.361,4431.87,2110.5154,35121.098,4340.636,30727.432,6377.6294,7751.0435,2730.6648,0,0,0,0,581.85486,0,0,0,0,84040.51,0,0,0,46413.785,26009.69,0,0
576,0,8688.047,8480.987,6948.2676,96969.36,26851.648,70989.53,11692.908,15428.371,2601.2844,0,0,0,4922.7944,1159.7437,579.7773,0,0,0,20356.174,0,0,0,12793.717,14198.432,0,0
912,875.73645,0,0,0,0,0,0,0,0,0,0,1187.0042,848.7434,0,0,0,0,1081.7014,0,0,0,0,0,980.4916,0,0,0
744,1088.7451,14384.356,22571.951,15552.841,86858.17,28524.518,72529.086,20899.379,28366.113,13140.872,0,0,0,2676.279,4848.0073,764.49524,0,0,0,8341.412,0,0,0,2232.0916,4630.7896,0,0
578,4795.394,384943.47,320779.12,260165.75,2581180.8,786493.1,2193422.8,408608.62,428114.47,224016.03,0,0,38649.363,146389.34,86855.164,57338.08,528.8611,911.4768,44109.98,627234.8,77048.96,52241.87,48107.57,442644.34,390549.53,74193.5,54908.527
388,642435.75,183978.44,237953.23,192728.81,490523.34,339948.12,593111.56,224023.05,214120.11,171747.75,127291.805,127162.336,145483.36,1675672.5,216978.1,488119.66,651346.8,497692.16,70103.77,171880.17,228228.72,96486.71,85461.016,214245.16,192321.73,198221.72,177993.66
375,0,0,0,0,84661.88,0,678.9972,1483.3499,0,0,0,0,0,11313.199,1278216.5,0,0,0,0,1430.8204,0,0,0,0,1125.9342,0,0
194,58869.31,396046.94,454577.62,495486.88,664596.3,467846.8,639232.2,398585.5,494118.9,541558.75,72268.85,71836.78,78198.06,139629.23,265239.16,160453.61,51153.805,57366.05,327731.25,1173149.6,381456.78,360412.06,370767.75,1333797,1380977.1,354968.12,461205.44
326,899474.3,245719.33,317680.62,315828.25,376544.5,127326,224908.38,207177.77,168589.7,161183.11,589481.8,477265.03,580606.2,131454.25,126648.875,86426.31,757216.7,652418.44,665847.7,178724.89,788849.9,738711.44,757652.2,267511.88,248231.8,885966.44,700455.25
788,0,930.90186,2564.4543,6667.905,0,0,6327.791,2298.864,3104.4736,2591.3943,0,0,0,11226.971,0,0,0,0,4789.8076,149133.12,4609.483,855.31445,4302.505,169574.03,234946.9,2772.9817,5130.0586
760,0,27230.508,39137.438,42714.324,66126.35,9045.362,76020.56,27987.55,29031.104,29687.135,0,0,1223.0134,20049.29,11477.372,6226.6357,0,0,2587.251,84134.836,4688.539,0,4747.5493,93316.77,113520.305,3342.2002,1695.8799
800,5288.9116,109265.68,167785.27,117460.52,792923.44,489126,758000,89783.43,121379.24,74121.27,3246.8086,12306.216,11191.283,56340.92,10208.8125,12642.458,951.6295,15672.253,203209.39,971113.56,576075.3,321758.7,293337.4,1113989.1,1076430.6,426285.94,520057.28
590,48731.277,767203.6,528918.06,621110.1,1890712.6,685384.9,1464175.1,687036.9,773776.94,432671.3,1072.5586,819.5264,120980.516,584866.5,323514.72,243151.86,545.95264,7566.7812,81981.09,1022255.56,44210.688,7844.347,32355.764,730814.25,653729.06,64528.73,50298.04
586,48731.277,767203.6,528918.06,621110.1,1920139.2,692401.3,1317424,687036.9,773776.94,432671.3,1072.5586,819.5264,120980.516,584866.5,323514.72,243151.86,545.95264,7566.7812,81981.09,669576.2,44210.688,34603.887,15402.615,547316.2,500406.84,64528.73,50298.04
569,285656.9,216239.92,254385.16,240611.58,190603.92,87175.81,187410.98,274805.5,237796.52,201364.95,152342.08,99853.81,126691.414,113298.62,93945.195,63261.25,230312.64,211888.45,922915.94,724771.44,1313689.6,1016612.7,1017729.9,731563.25,673111.5,1392047.4,1084272.5
762,0,11440.571,9887.169,10173.292,133994.61,35614,152737.42,13997.028,18581.66,9832.816,0,0,0,0,0,0,0,0,0,16066.668,0,0,0,20671.195,20154.008,0,0
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14176.264,12929.067,23569.906,8027.6763,11100.3545,18778.096,17376.92,22227.828,23159.773
507,0,0,0,0,2377536.8,1200792.6,2099947.5,0,0,0,0,0,0,123925,580121.7,320053.2,0,0,0,418842.3,0,0,0,489297.1,534057.44,0,0
331,2527099.8,18464816,18818930,17113934,33239392,10981396,38528250,14071718,11196098,12759913,502955.66,383786.5,540346.25,11658346,32779552,12137297,1130692.5,1584068.1,2834979.2,20395788,1634766.5,2915499,2899082.5,17915092,15336613,2275087,1673714.6
352,1042096.8,3336540.5,3542574.5,3114880.8,675087.1,541126.5,1107364.9,2542602.8,2124668.8,2753717.8,1791073.9,1899025.8,1954601.6,1183027.1,1074631.6,805799.7,1109336.4,779696,1046392.25,887174.06,628190,2344497.2,1294911.6,801246.06,734992.75,537247.4,523419.94
362,1056520.2,2479711.5,3604169,3159497,1620952.1,510141.78,1545254.1,2573707.2,2147631.5,2649976,1821393.2,1931148.2,2004549.4,671149.3,1058442.2,810155.94,1148645.4,801663.44,1067327.5,1342372.8,620161.25,1028158.56,1311061.8,1562556.6,1231274.4,550428.75,528494.2
383,0,196801.97,250967.16,182990.67,1691484.2,648992.7,886792.2,405598.75,395375.88,346319.56,0,0,0,3575.8071,37804.996,495.80853,0,0,79914.19,165658.19,153155.08,104990.42,94801.01,270690.47,250239.03,167492.7,160592.61
354,1010636.25,773382.7,948642.2,936277.7,3269034.2,1783376.5,2490094.8,697295.5,585468.8,727184.75,742650.56,814942.44,1441050.4,4976181.5,26922498,3392641.8,1215468.8,884196.44,147075.08,242451.44,269041.38,197269.23,179149.05,362727.5,332832.78,268234.94,219654.61
332,40937.766,311275.72,331289.66,300834.8,598278.94,191032.33,694617.4,247689.02,192652.34,213152.61,6772.4946,3653.3167,8073.3,201391.66,573351.9,218764.69,18215.676,25308.574,46172.79,354465.25,27884.477,47020.797,44874.83,324758.44,263288.22,36768.062,26347.643
328,134419.6,1008496.9,1035610.06,932953.75,1863055,594216.1,2142366,776130,620713.4,696114.56,23836.225,18714.525,27173.742,640979.4,1818894.8,667630.8,58980.45,83102.336,149655.14,1135065.6,85903.195,154773.08,157783.97,994833.94,839887,119678.25,85882.016
357,53442.594,40448.105,48424.133,47274.35,168397.88,91543.72,129640.73,35223.996,29241.533,37437.53,37776.785,40265.22,74614.07,266857.4,1479795,181613.25,61194.105,41047.68,4007.8633,10790.649,12498.102,8586.729,7692.449,17559.906,15484.12,13003.103,10574.447
419,0,0,0,0,1282682.5,573445.2,744953.75,0,0,0,0,0,0,253881.1,1672083.1,1629803.6,0,0,0,943346.9,0,0,0,3168205,1428930.2,0,347.04883
632,0,1925.2871,0,0,13869.837,1849.7924,9629.332,1944.7295,1169.7626,0,0,0,0,557.0497,0,0,0,0,0,1486.8159,0,0,0,3020.2766,486.66837,0,0
229,473965.56,123561.516,147890.02,142300.34,700105.75,563936.4,739962.56,122606.93,122077.12,128167.09,80900.21,79940.94,105728.72,231746.08,367915.38,190928.17,422172.22,372045.9,57203.69,161227.36,196224.9,58358.812,54570.703,203193.75,182565.86,175577.8,171028.78
631,0,5222.7,2039.5002,8252.149,27381.78,4411.0728,37671.96,4804.432,5696.8657,10500.276,0,404.43427,653.3517,2620.212,1023.1082,681.8902,0,539.8296,0,7413.8755,0,1345.8555,1031.6436,7575.045,7939.815,616.2876,2366.4922
748,103650.47,70227.82,79263.55,72218.69,895801,389344.12,998936.5,98779.88,81172.336,84383.63,47241.438,50215.52,59030.633,110385.29,88366.24,53899.336,102304.07,80321.79,17873.09,77820.7,45690.785,9196.315,17858.398,95854.086,86205.055,29631.658,28266.488
761,0,31084.863,44326.285,46659.72,76954.16,12035.38,84913.266,37582.27,33213.566,32924.03,0,0,1580.0798,24580.188,11986.241,8313.149,0,0,5890.701,99763.73,5051.454,1298.1771,6275.7134,110512.055,124575.51,7643.5464,5351.7285
203,115298.93,52333.92,75025.8,82722.88,105407.3,63597.867,136639.38,88417.76,98114.07,73045.9,51487.19,20886.375,34333.492,134991.17,144869.86,66836.09,83077.55,87304.734,136728.66,304861.56,228531.36,102946.375,204620.03,453234.28,404341.28,209442.62,199400.2
341,0,675.5554,786.4309,2454.5657,45699.926,4387.4385,0,492.77914,486.7493,4132.9985,1287.1484,0,0,5133447,35072.137,301010.78,0,296.63098,1360.8125,0,27405.625,596.92224,5819.6045,473.64783,460.8853,6358.0396,3850.5574
363,2211.5032,42769.617,57191.46,44936.19,785.9348,4387.4385,5762.011,16207.7295,18374.299,116919.97,84427.08,13917.972,5454.0767,894367,37654.5,313492.25,541.02625,17164.59,14855.578,9955.224,967923.56,11612.511,19173.05,27476.062,24542.646,238045.67,79804.97
822,1308.0657,15622.214,16568.578,13671.757,27399.06,5392.361,31525.479,21812.234,28822.793,12143.93,0,0,0,10506.8,0,0,0,0,0,102949.09,0,0,1359.6208,59871.484,45777.754,0,0
790,2965.2122,9879.841,16408.146,32062.172,7466.885,2420.7822,31391.969,17631.555,15484.292,14815.502,0,0,841.7777,49934.055,0,0,3120.6167,1187.0085,23294.658,561236.7,21718.54,11985.778,21764.28,638728.3,812679.7,19084.184,22674.621
263,649.38684,810484.1,2621892.8,3724593,496313.25,103293.68,309448.7,3322312.8,1670358.6,1828247.6,0,0,0,22730.09,30141.467,13809.694,499.8576,0,85830.61,576.994,2647.1401,17209.006,124167.55,2581.1687,819.6227,7805.1704,12462.065
323,784513.1,224020.27,295551.72,247576.84,310872.3,192955.73,334228.2,331223.6,303467.7,244910.6,622105.3,681967.25,695280.7,460062.9,504640.44,400202.94,755511.4,573909.5,767977.3,390769.7,992164.56,886435.06,857609.7,593737.3,506404.7,1040702.94,837393.7
252,592799.4,371277.2,719610.1,520712.44,361726.2,219138.17,373048.66,486571.22,476494.7,392244,392304.4,353962.78,419771.78,424904.12,656885.7,519840.03,513024.22,430051.22,297645.6,294782.44,369096.06,281118.12,328867.2,428157.62,420204.03,382630.38,303824.97
261,682.478,5287653,7029783.5,7538974,4567.2993,0,1000.6829,7191394.5,6530610.5,2509292.5,0,0,0,17105.121,3734.5972,5381.2246,0,0,135280.17,71954.99,2883.5693,93576.04,48624.387,37005.83,106548.73,5452.5415,6928.407
264,4337.7246,4495.104,6059.046,7365.076,302917.3,213516.08,114227.79,2572.6477,6251.9224,6738.8057,4576.0283,8134.4014,7726.5728,907764.6,889545.6,438080.47,5106.3677,5052.387,4390.6694,24675.416,6037.0757,6772.0444,6834.217,112078.305,73527.73,5447.8896,5635.743
447,0,17017280,16736413,19082028,24656528,13859516,23461162,9222380,8451349,11531870,0,0,0,174614.11,1086075.6,72088.58,4334.478,0,81728.766,586589.6,88723.03,70922.52,96752.07,601039,500120.7,133715.86,49658.332
501,0,0,0,8526.033,85243.66,29148.227,98230.164,0,0,0,0,0,0,0,5300.9136,4426.905,0,0,0,590598.1,0,0,0,771299.4,863433.75,0,0
449,0,924972.7,905192.6,1003740.8,1357893.6,749593.75,1286234.1,475675.12,457673.94,611129.4,0,0,0,5642.583,57968.152,566.19055,0,0,0,30488.023,0,0,0,29024.7,23851.426,0,0
434,0,14922.148,0,332.4287,106684.17,44784.043,41583.742,0,0,389.7505,0,0,0,41994.9,146758.7,74397.95,0,0,0,264289.16,360.13354,15947.102,0,2338448,847991.5,0,0
726,93913.1,1004105.56,1066070.9,1154580.6,93563.02,53078.55,108074.29,634005.5,498797.7,559586.56,67421.67,28838.09,129112.19,99328.2,115998.95,59104.438,71273.61,61403.61,43771.36,190156.08,27141.053,39545.566,39366.64,215795.39,163276.52,30749.715,25016.412
262,8031.1577,792029,113694.484,78351.06,15851.052,4784.875,5295.321,237932.52,34467.824,147923.75,82474.46,18112.385,13619.374,11482.296,3484.2847,4761.603,6255.3013,128478.375,7094.0293,3670.0823,106857.16,31866.31,84009.9,2892.27,3584.9849,251246.98,102606.72
776,0,0,0,0,20168.2,0,2489.4978,1117.3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,12952.2295,33261.746,49729.28,1126128.5,691658.7,1540479.5,48030.55,38909.9,48000.66,0,0,0,0,0,0,0,0,0,51709.688,0,0,0,21638.562,60623.49,0,0
